Silhouette,Fit,Front Neckline and Straps Shape,Front Neckline and Straps Depth,Front Neckline and Straps Detailing Style,Sleeve Fit and Style,Sleeve Length,Sleeve Detailing Style,Waist Style,Length,Hem Style,Pattern,Occasions,Persona,Predominant Colors,Background Color,product_id
A-line,Loose,Off-the-shoulder with balloon sleeves,Deep,Gathered at the shoulders with a tie,Balloon sleeves,Long,Smocked cuffs,"Loose, with a tie at the waist",Maxi,Straight,Floral print,"This off-the-shoulder maxi dress is perfect for beach vacations, tropical getaways, or summer parties. It's flowy, comfortable, and effortlessly stylish. Pair it with a wide-brimmed hat, sunglasses, and sandals for a chic beach look, or add a statement necklace and heels for a more formal event.","The buyer persona for this dress is a woman in her 20s or 30s who loves boho-chic fashion. She's adventurous, free-spirited, and always looking for unique pieces that express her personality. She appreciates quality materials and craftsmanship and is willing to invest in pieces that will last.","['blue', 'red', 'white']",N/A,7163571863645
Fit and flare,"Fitted at the waist, flared skirt","Square neckline, off-the-shoulder sleeves",Medium,Gathered at the center,Puffed sleeves,Short,Puffed at the shoulders,Fitted at the natural waist,Midi,Straight,Floral print,"This fit-and-flare dress with a vibrant floral print is perfect for summer events like garden parties, outdoor weddings, or brunch dates. Its versatility allows for both casual and semi-formal settings, making it a great choice for those who value style and comfort.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique and eye-catching fashion. She is confident and stylish, and she loves to make a statement with her clothing choices.","['pink', 'green', 'orange']",N/A,7163557052509
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['red', 'pink', 'green']",N/A,7163585232989
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['white', 'blue', 'green', 'pink']",N/A,7163579007069
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['black', 'white']",N/A,7253447311453
A-line,Loose,Square neck with short puff sleeves,Medium,None,Puffed,Short,None,Loose,Maxi,Straight,Cartoon print,"This playful maxi dress is perfect for casual outings, beach days, or even running errands. Style it with a denim jacket and sneakers for a laid-back look or add a bold necklace and sandals for a more dressed-up feel.","The buyer persona for this dress is a young woman in her 20s who loves playful, quirky fashion. She enjoys experimenting with different styles and is always on the lookout for unique pieces that reflect her personality.","['pink', 'red']",N/A,7253439742045
Fit and flare,Fitted,Square neck with ruffled straps,Medium,None,"Fitted, with slight puff at the shoulders",Long,Ruffles at the wrists,Fitted at the natural waist with shirring,Midi,Ruffled,None,"This pink, fitted dress is perfect for semi-formal events, date nights, or special occasions. It can be dressed up with heels and a statement necklace or dressed down with sandals and a denim jacket for a more casual look.",The buyer persona for this dress is a woman in her late 20s to early 30s who is fashion-forward and loves to make a statement. She is not afraid of bold colors and unique designs and enjoys mixing and matching different styles.,['pink'],N/A,7163576320093
A-line,Loose,V-neck with thin straps,Medium,None,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Floral print,"This maxi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['red', 'blue', 'green']",N/A,7253485355101
Bodycon,Tight,High round neck,High,None,Fitted long sleeves,Long,None,Ruched,Maxi,Straight,Abstract print,This abstract print maxi dress is perfect for a night out on the town or a special event. It pairs well with statement jewelry and high heels for a glamorous look.,The buyer persona for this dress is a woman in her 20s or 30s who is confident and fashion-forward. She enjoys wearing unique and eye-catching pieces that make a statement.,"['black', 'pink', 'yellow']",N/A,7163578253405
A-line,Loose,V-neck with wide straps,Shallow,None,Loose bell sleeves,Three-quarter,None,"Loose, undefined waist",Maxi,Straight,Large-scale floral print,"This bold, maxi-length dress is perfect for summer events, beach vacations, or even as a casual house dress. Its loose fit and lightweight fabric make it comfortable and easy to wear, while the vibrant print adds a touch of fun and personality.","The buyer persona for this dress is a woman in her 20s or 30s who loves bold, eye-catching fashion. She is confident and playful, and she enjoys expressing her personality through her clothing choices.","['green', 'black', 'pink']",N/A,7163565310045
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Ruffled,Floral print,"This maxi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",N/A,7163578613853
Fit and flare,"Fitted at the waist, flared skirt",High Victorian-style collar,High,Ruffled collar,Puffed sleeves,Three-quarter,Puffed,Fitted at the natural waist,Mini,Ruffle,Floral print,"This Victorian-inspired mini dress is perfect for semi-formal events, cocktail parties, or a night out. Style it with statement earrings and heels for a chic and memorable look.",The buyer persona for this dress is a woman in her late 20s to early 30s who loves vintage-inspired fashion. She enjoys mixing and matching different eras and styles to create a unique and eye-catching look.,"['red', 'blue', 'green']",N/A,7163558068317
A-line,Loose,V-neck with thin straps,Deep,Keyhole with tassel tie,"Long, slightly puffed sleeves with elastic cuffs",Three-quarter,Ruffles at the cuffs,Gathered at the natural waist with a self-tie belt,Mini,Ruffle,Floral print,"This boho-chic mini dress is perfect for summer events like beach parties, music festivals, or casual outings. It can be dressed up with heeled sandals and a statement necklace or dressed down with flat sandals and a denim jacket.","The buyer persona for this dress is a woman in her 20s or 30s who loves carefree, bohemian fashion. She enjoys expressing her individuality through unique and vibrant clothing choices.","['blue', 'pink', 'white']",N/A,7163562360925
Bodycon,Tight,Scoop neck,Deep,Cut-out heart-shaped opening,"Fitted, long sleeves",Long,None,N/A,Maxi,Straight,Striped,"This bodycon maxi dress is perfect for a night out, a club, or a music festival. It's sure to make a statement and turn heads. Pair it with chunky heels and a bold lip for an unforgettable look.","The buyer persona for this dress is a young woman in her 20s who is confident, stylish, and loves to stand out. She's not afraid to experiment with fashion and make a statement.","['red', 'blue', 'green']",N/A,7163558789213
A-line,Loose,V-neck with kimono sleeves,Deep,None,"Loose, kimono-style sleeves",Three-quarter,None,Gathered at the waist with a self-tie belt,Maxi,Straight,None,"This elegant black maxi dress is perfect for evening events, cocktail parties, or a night out. It can be dressed up with statement jewelry and heels or kept more casual with a denim jacket and ankle boots.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates timeless, sophisticated fashion. She enjoys dressing up for special occasions and values quality pieces that make her feel confident and alluring.","['black', 'gold']",N/A,7163583430749
Fit and flare,"Fitted at the waist, loose below",High Victorian-style collar,High,None,Puffed sleeves,Three-quarter,Gathered at the shoulders,Fitted with a self-tie belt,Maxi,Straight,Colorful hands and eyes print,"This statement dress is perfect for bold and artistic individuals. It's ideal for evening events, cocktail parties, or even as a wedding guest outfit. Pair it with simple, understated accessories to let the dress be the centerpiece of your look.","The buyer persona for this dress is a confident and fashion-forward woman in her 30s or 40s. She appreciates unique, eye-catching pieces that reflect her personality and isn't afraid to stand out in a crowd.","['black', 'red', 'blue', 'green', 'pink']",N/A,7163560067165
Fit and flare,"Fitted at the waist, flared skirt",Square neck with off-the-shoulder straps,Medium,Gathered fabric at the center,Puffed sleeves,Short,Puffed at the shoulders with fitted cuffs,Fitted at the natural waist,Midi,Straight,Floral print,"This elegant, semi-formal dress is perfect for evening parties, cocktail events, or a night out. Its vibrant floral pattern and unique silhouette make it a standout piece that will leave a lasting impression.","The buyer persona for this dress is a woman in her late 20s to early 30s who is fashion-forward and loves to make a statement. She is confident and enjoys wearing unique, eye-catching pieces that reflect her personality.","['orange', 'pink', 'green']",N/A,7163572420701
Fit and flare,"Fitted at the waist, loose at the hips",Scoop neck with short sleeves,Shallow,None,Puffed sleeves,Three-quarter,None,Fitted at the natural waist,Mini,Straight,Solid color,"This versatile dress is suitable for a range of occasions, from casual outings to semi-formal events. It can be dressed up with heels and a statement necklace or dressed down with sandals and a denim jacket.",The buyer persona for this dress is a woman in her 20s or 30s who is confident and stylish. She likes to make a statement with her fashion choices and is not afraid to experiment with different trends.,['orange'],N/A,7163583332445
A-line,Loose,Square neck with ruffled straps,Medium,Ruffles,Puffed sleeves with elastic cuffs,Long,Gathered at the shoulders,Shirred elastic waist,Maxi,Straight,Animal print,"This versatile maxi dress is suitable for various occasions, from casual outings to semi-formal events. Its unique print and design make it a great choice for garden parties, art exhibitions, or even as a wedding guest outfit. Accessorize with a statement necklace and heels for a sophisticated look, or keep it casual with a denim jacket and sandals.",The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique and eclectic fashion. She is confident in her style and enjoys experimenting with different prints and colors. This dress caters to her desire for standout pieces that can make a statement without compromising on comfort.,"['brown', 'orange', 'green']",N/A,7163573698653
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Balloon sleeves,Three-quarter,Puffed,Cinched at the natural waist,Maxi,Straight,Paisley print,"This elegant maxi dress is perfect for formal events, evening parties, or special occasions. It can be dressed up with statement jewelry and heels or dressed down with a denim jacket and boots for a more casual look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique, eye-catching fashion. She enjoys experimenting with different styles and is willing to invest in high-quality pieces that make a statement.","['blue', 'green', 'pink']",N/A,7163573239901
Bodycon,Tight,Scoop neck,Shallow,None,"Fitted, long sleeves",Long,None,N/A,Maxi,Straight,Ribbed,"This body-hugging ribbed maxi dress is perfect for a night out, a formal event, or even a sophisticated office look. Its versatility allows you to dress it up or down, making it a great choice for various occasions.","The buyer persona for this dress is a woman in her 20s or 30s who is confident and stylish. She appreciates high-quality basics that can be dressed up or down, depending on the occasion.",['red'],N/A,7163560689757
Wrap,Loose,V-neck with long sleeves,Medium,None,"Loose, slightly puffed sleeves",Three-quarter,None,"Loose, with a self-tie belt",Mini,Straight,Paisley print,"This versatile wrap dress is suitable for various occasions, from casual outings to semi-formal events. It can be dressed up with heels and statement jewelry for a night out or paired with sandals and a denim jacket for a relaxed daytime look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique, bohemian-inspired fashion. She enjoys expressing her personality through her clothing choices and gravitates towards pieces that are both stylish and comfortable.","['green', 'brown', 'black']",N/A,7163562786909
A-line,Loose,V-neck with thin straps,Deep,None,Sleeveless,N/A,N/A,"Loose, slightly gathered at the waist",Maxi,Straight,Tropical leaf print,"This tropical maxi dress is perfect for beach vacations, summer parties, or even casual evening wear. It can be dressed up with statement jewelry and heels or dressed down with sandals and a straw bag for a relaxed, bohemian look.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and boho-chic style. She enjoys traveling and embraces a carefree, adventurous lifestyle.","['purple', 'orange', 'pink']",N/A,7163557150813
Shift,Loose,Scoop neck,Shallow,None,"Fitted, long sleeves",Long,None,Fitted at the natural waist,Midi,Straight,Abstract floral print,"This abstract floral midi dress is versatile and can be worn for various occasions, such as casual office wear, brunch with friends, or even a night out. Its bold print makes it a statement piece that can be dressed up or down depending on the accessories and footwear.","The buyer persona for this dress is a woman in her late 20s to early 30s who is creative and fashion-forward. She enjoys experimenting with different styles and appreciates unique, eye-catching pieces that allow her to stand out.","['black', 'pink', 'orange']",N/A,7163582218333
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Puffed sleeves,Short,Gathered at the shoulders,Cinched at the natural waist with a self-tie belt,Midi,Ruffle,Tropical print,"This tropical print dress is perfect for summer events, beach vacations, or casual outings. It pairs well with neutral sandals or wedges and a wide-brimmed hat for a relaxed, chic look.","The buyer persona for this dress is a woman in her late 20s to early 40s who loves vibrant colors and playful patterns. She enjoys dressing up for any occasion and appreciates unique, eye-catching pieces.","['green', 'pink', 'orange']",N/A,7163570913373
A-line,Loose,Halter neck,Deep,Smocked,Sleeveless,N/A,N/A,Fitted at the natural waist with smocking,Maxi,Straight,Tropical print,"This tropical maxi dress is perfect for summer events, beach vacations, or casual outings. It pairs well with sandals or espadrille wedges and a wide-brimmed hat for a relaxed, bohemian look.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and tropical patterns. She is adventurous, free-spirited, and always looking for stylish pieces that reflect her personality.","['pink', 'green', 'yellow']",N/A,7163559182429
Fit and flare,Fitted,Sweetheart neckline with bow detail,Medium,Large bow at the center,Sleeveless,N/A,N/A,Fitted at the natural waist,Midi,Straight,Solid,"This elegant, solid-colored dress is perfect for formal events, cocktail parties, and evening outings. It can be dressed up with statement jewelry and heels or toned down with a simple clutch and ballet flats.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates classic, sophisticated styles. She enjoys dressing up for special occasions and values high-quality, timeless pieces.",['red'],beige,7163578875997
Bodycon,Fitted,Sweetheart neckline with off-shoulder straps,Medium,Plain,Sleeveless,N/A,N/A,Fitted with a seam at the natural waist,Midi,Ruffle,Solid,"This bodycon ruffle dress is perfect for a night out, a formal event, or a special occasion. It can be dressed up with statement jewelry and high heels for a glamorous look or toned down with a denim jacket and ankle boots for a more casual vibe.",The buyer persona for this dress is a woman in her 20s or 30s who is confident and stylish. She likes to make a statement with her clothes and is not afraid to show off her curves. She is likely to be a fashion-forward individual who follows the latest trends.,['red'],N/A,7163576582237
A-line,Loose,Scoop neck with wide straps,Shallow,None,"Long, slightly flared sleeves",Long,None,Fitted at the natural waist with a self-tie belt,Maxi,Straight,Paisley print,"This elegant maxi dress is suitable for various occasions, including evening parties, cocktail events, and formal dinners. It can be dressed up with statement jewelry and heels or toned down with a simple clutch and sandals for a more relaxed look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates sophisticated, timeless fashion. She enjoys dressing up for special events and values quality pieces that make a statement.","['pink', 'orange', 'purple']",N/A,7163570585693
Fit and flare,Fitted,High neck with ruffled straps,High,Ruffles,"Loose, with tiered ruffles",Long,Ruffles,Fitted at the natural waist,Midi,Straight,Bold floral print,"This vibrant, printed dress is perfect for summer events, vacations, and special occasions. It can be dressed up with statement jewelry and heels or dressed down with a denim jacket and sandals.","The buyer persona for this dress is a woman in her 30s to 40s who loves bold colors and unique prints. She is confident and stylish, and she enjoys expressing her personality through her clothing choices.","['red', 'orange', 'yellow']",N/A,7118770700381
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Floral print,"This floral maxi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",N/A,7118773551197
Wrap,Loose,V-neck with a collar,Deep,None,Balloon sleeves,Three-quarter,None,Gathered at the waist with a self-tie belt,Mini,Asymmetrical,Tropical floral print,"This tropical wrap dress is perfect for beach vacations, summer outings, or casual events. Its vibrant colors and playful pattern make it a great choice for creating a relaxed and stylish look. Pair it with sandals or espadrille wedges and a woven tote bag for a chic beach ensemble.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and tropical prints. She is adventurous, fun-loving, and enjoys expressing her personality through her clothing choices.","['blue', 'green', 'pink']",N/A,7118768177245
A-line,Loose,V-neck with collar,Shallow,Button-down,Loose with slight balloon shape,Three-quarter,Gathered at the cuff,Cinched with a self-tie belt,Mini,Asymmetrical,Multicolor floral print,"This versatile dress is perfect for various occasions, from casual outings to semi-formal events. Its unique print and design make it a great choice for garden parties, brunches, or even as a wedding guest outfit. Accessorize with a statement necklace and heels for a dressier look, or keep it casual with sandals and a straw bag.",The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique and eclectic fashion. She enjoys mixing and matching different prints and colors to create her own distinctive style.,"['black', 'red', 'green', 'yellow']",N/A,7118765916253
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Floral print,"This floral maxi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",N/A,7118777483357
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7118771945565
A-line,Loose,V-neck with thin straps,Deep,None,"Loose, bishop sleeves",Three-quarter,None,Gathered at the natural waist with a self-tie belt,Maxi,Asymmetrical,Animal print,"This versatile maxi dress is perfect for a range of occasions, from beach getaways to casual evening gatherings. The loose fit and lightweight fabric make it comfortable for all-day wear, while the bold print adds a touch of personality. Dress it up with heels and a statement necklace for a night out, or keep it casual with sandals and a straw bag for a beach day.","The buyer persona for this dress is a woman in her 20s or 30s who loves to stay ahead of fashion trends. She is confident and adventurous in her style, and she enjoys experimenting with different prints and colors. She is likely to appreciate the unique design and versatility of this dress, and she will enjoy wearing it to a variety of events.","['green', 'brown', 'orange']",N/A,7118772076637
A-line,Loose,Scoop neck with short sleeves,Shallow,Gathered fabric at the neckline,"Loose, with slight gathers at the shoulders",Short,None,Gathered at the waist with a self-tie belt,Mini,Ruffle,Animal print,"This mini dress with an animal print is perfect for casual outings, beach days, or vacation wear. It can be dressed up with heels and a statement necklace for a night out or kept casual with sandals and a straw bag for a beach day.","The buyer persona for this dress is a woman in her 20s or 30s who loves bold prints and playful styles. She is confident and adventurous, and she enjoys expressing her personality through her clothing.","['green', 'orange', 'black']",N/A,7118767587421
A-line,Loose,Collared V-neck with short sleeves,Medium,None,Puffed,Short,None,Loose,Mini,Straight,Geometric,"This geometric mini dress is perfect for casual outings, shopping trips, or even a day at the office. It can be dressed up with heels or dressed down with sandals, making it a versatile choice for any occasion.","The buyer persona for this dress is a woman in her 20s to 30s who loves bold, eye-catching fashion. She is confident and playful, and she enjoys experimenting with different styles and colors.","['orange', 'brown', 'black']",N/A,7118774567005
Bodycon,Tight,High Victorian collar,High,None,"Fitted, long sleeves",Long,None,Fitted at the natural waist,Midi,Straight,Geometric,"This bodycon midi dress is suitable for a night out, clubbing, or a formal event. Pair it with statement jewelry and high heels to elevate the look.",The buyer persona for this dress is a woman in her 20s or 30s who is confident and любит making a statement with her fashion choices. She enjoys experimenting with bold patterns and colors and is not afraid to stand out from the crowd.,"['brown', 'orange', 'black']",N/A,7118766473309
Bodycon,Fitted,Plunging V-neck with long sleeves,Deep,Cut-out with a gold-tone sunburst embellishment,Loose bishop sleeves,Long,Gathered at the wrist,Cut-out at the waist,Maxi,Straight,Solid black,"This elegant black maxi dress is perfect for formal evening events, cocktail parties, or glamorous date nights. Its unique cut-out design and gold embellishment make it a statement piece that commands attention. Style it with sleek heels and minimal jewelry to let the dress take center stage.","The buyer persona for this dress is a confident and fashion-forward woman in her 30s or 40s. She appreciates high-quality, sophisticated pieces that make her feel empowered and alluring. She is not afraid to stand out and make a bold fashion statement.","['black', 'gold']",N/A,7118777450589
A-line,Loose,V-neck with balloon sleeves,Deep,Gathered at the neckline with a tie,"Loose, balloon style",Three-quarter,Gathered at the wrist with an elastic cuff,Empire waist,Maxi,Ruffle,Paisley print,"This maxi dress with a vibrant paisley print is perfect for summer events, beach vacations, or even as a casual, flowy option for running errands. It can be dressed up with statement jewelry and heels or kept casual with sandals and a straw bag.","The buyer persona for this dress is a woman in her 30s to 40s who loves boho-chic fashion. She is adventurous, appreciates unique prints, and enjoys expressing her personality through her clothing choices.","['red', 'purple', 'blue']",N/A,7118769094749
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7118774435933
Fit and flare,"Fitted at the waist, flared skirt",Collared V-neck with neck-tie,Deep,Button-up front with a self-tie belt,"Long, balloon sleeves with fitted cuffs",Long,Gathered at the shoulders and cuffs,Fitted at the natural waist with a self-tie belt,Midi,Straight,Multicolor paisley print,"This versatile dress is suitable for various occasions, from casual outings to semi-formal events. The bold print and vibrant colors make it a great choice for summer gatherings, while the elegant silhouette and sophisticated details add a touch of refinement. It can be dressed up with heels and a statement necklace for a night out or paired with sandals and a straw bag for a relaxed daytime look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique and eclectic fashion. She is confident, stylish, and not afraid to experiment with different colors and prints. She values quality and craftsmanship and seeks pieces that can be dressed up or down depending on the occasion.","['purple', 'orange', 'yellow']",N/A,7118764703837
Bodycon,Tight,One-shoulder with a strap,Deep,Plain,"Fitted, long sleeve",Long,Plain,Cut-out at the waist,Maxi,Asymmetrical,Solid color,"This bodycon maxi dress is perfect for a night out, clubbing, or a special event. Its bold design and vibrant color make it a statement piece that commands attention. Pairing it with high heels and a statement clutch will elevate the look.",The buyer persona for this dress is a confident and fashion-forward woman in her 20s or 30s. She enjoys experimenting with bold styles and isn't afraid to stand out. She values unique and eye-catching pieces that reflect her personality.,['green'],N/A,7118771257437
Straight,Loose,V-neck,Deep,None,"Fitted, long sleeves",Long,None,N/A,Maxi,Straight,Animal print,"This versatile maxi dress is suitable for various occasions, from casual outings to semi-formal events. Its bold print makes it a statement piece, while the comfortable fit and long sleeves provide practicality. It can be dressed up with heels and a clutch for a night out or paired with sandals and a denim jacket for a more relaxed look.","The buyer persona for this dress is a woman in her 30s to 40s who appreciates unique and stylish fashion. She is confident, fashion-forward, and not afraid to experiment with bold prints and colors.","['blue', 'green']",N/A,7118766178397
A-line,Loose,V-neck with thin straps,Deep,None,"Loose, bishop sleeves",Long,None,Fitted at the natural waist with a self-tie belt,Maxi,Straight,Tropical print,"This tropical maxi dress is perfect for summer events, beach vacations, or any occasion where you want to make a statement. Pair it with chunky espadrille sandals and a woven tote bag for a relaxed, boho-chic look.","The buyer persona for this dress is a woman in her late 20s to early 30s who loves bold prints and vibrant colors. She is confident and adventurous, and she enjoys expressing her personality through her clothing choices.","['blue', 'green', 'orange']",N/A,7118777516125
A-line,Loose,V-neck with thin straps,Deep,Lace trimming,"Loose, bishop sleeves",Three-quarter,Embroidery,Cinched at the natural waist,Maxi,Asymmetrical,Floral print,"This elegant maxi dress is suitable for various occasions, including evening parties, cocktail events, and even as a wedding guest outfit. It can be dressed up with statement jewelry and heels or toned down with a denim jacket and sandals for a more casual look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique and eye-catching fashion. She is confident and stylish, and she enjoys wearing pieces that make a statement.","['red', 'green', 'pink']",N/A,7118769979485
Tiered A-line,Loose,Ruffled V-neck with self-tie closure,Deep,"Ruffles, embroidery","Loose, tiered long sleeves",Long,"Ruffles, embroidery",Gathered at the natural waist with a self-tie belt,Maxi,Tiered,Floral and tropical print,"This vibrant, boho-inspired maxi dress is perfect for summer events like beach parties, music festivals, or outdoor weddings. It's best paired with chunky sandals or espadrille wedges and a wide-brim hat for a carefree, chic look.","The buyer persona for this dress is a woman in her 20s or 30s who loves bold, eclectic fashion. She's likely to be creative, adventurous, and gravitate towards unique, statement pieces that reflect her personality.","['orange', 'blue', 'green']",N/A,7118765752413
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7118772502621
A-line,Loose,V-neck with balloon sleeves,Deep,Gathered at the waist with a tie,Balloon sleeves,Three-quarter,Gathered at the wrist,Gathered at the waist with a tie,Maxi,Ruffle,Geometric,"This bold and colorful maxi dress is perfect for summer events, beach parties, and vacations. It can be dressed up with statement jewelry and heels or kept casual with sandals and a straw bag.","The buyer persona for this dress is a woman in her 20s or 30s who loves vibrant colors and unique prints. She is confident and stylish, and she enjoys expressing her personality through her clothing choices.","['blue', 'orange', 'yellow']",N/A,7118774272093
Bodycon,Tight,Halter neck with a high neckline,High,Ruched fabric,Fitted long sleeves,Long,Plain,Cutout at the waist,Midi,Asymmetrical,Abstract print,This bodycon midi dress with an abstract print is perfect for a night out or a special event. It pairs well with statement jewelry and high heels for a glamorous look.,The buyer persona for this dress is a woman in her 20s or 30s who is confident and fashion-forward. She likes to stand out in a crowd and is not afraid to experiment with bold colors and patterns.,"['pink', 'green', 'black']",N/A,7118779088989
Shift,Loose,Round neckline,Shallow,None,Balloon sleeves,Three-quarter,None,N/A,Midi,Straight,Abstract print,"This versatile dress is suitable for various occasions, from casual outings to semi-formal events. It can be dressed up with heels and a statement necklace for a night out or paired with flats and a denim jacket for a more relaxed look.",The buyer persona for this dress is a woman in her 20s or 30s who appreciates unique and eye-catching fashion. She is confident and любит экспериментировать with different styles and colors.,"['black', 'red', 'green']",N/A,7118771814493
Asymmetrical,Fitted,One-shoulder with a high neckline,High,Plain,"Loose, balloon sleeve",Long,Paisley print,Cut-out at the waist with a tie detail,Maxi,Straight,Paisley print,"This striking maxi dress is perfect for special events, evening parties, or a night out. Its bold print and unique design make it a standout piece that commands attention. Pair it with statement earrings and high heels for a glamorous look.","The buyer persona for this dress is a confident and fashion-forward woman in her late 20s to early 30s. She enjoys experimenting with bold patterns and colors, and she appreciates unique and eye-catching designs.","['black', 'pink', 'purple']",N/A,7118777942109
Bodycon,Tight,Off-the-shoulder,N/A,N/A,"Fitted, with pom-pom detailing",Long,Pom-pom embellishment,Fitted at the natural waist,Midi,Straight,Cable knit,"This versatile bodycon dress is perfect for a range of occasions, from casual outings to semi-formal events. Its unique cable knit pattern and pom-pom detailing add a touch of whimsy, making it a great choice for those who want to stand out. Pair it with sleek accessories and your favorite footwear for a chic and contemporary look.",The buyer persona for this dress is a woman in her 20s or 30s who is fashion-forward and loves to experiment with different styles. She appreciates unique and eye-catching pieces that allow her to express her personality. She is likely to be a trendsetter and enjoys mixing and matching different elements to create her own distinctive look.,['black'],beige,7118770307165
